cons_id,mp_app_id,mp_app_rank,mp_app_vote,percent,party_id
NKI_3,NKI_3_8,8,899,1.03,719
NKI_3,NKI_3_14,9,526,0.6,742
NKI_3,NKI_3_6,10,331,0.38,771
NKI_3,NKI_3_7,11,310,0.35,701
NKI_3,NKI_3_12,12,198,0.23,733
NKI_3,NKI_3_2,13,259,0.3,725
NKI_3,NKI_3_11,14,234,0.27,769
NMA_1,NMA_1_3,1,37043,39.4,726
NMA_1,NMA_1_5,2,29142,30.99,706
NMA_1,NMA_1_9,3,9224,9.81,705
NMA_1,NMA_1_8,4,7456,7.93,763
NMA_1,NMA_1_7,5,5452,5.8,743
NMA_1,NMA_1_14,6,1197,1.27,770
NMA_1,NMA_1_6,7,952,1.01,701
NMA_1,NMA_1_4,8,902,0.96,709
NMA_1,NMA_1_1,9,755,0.8,733
NMA_1,NMA_1_2,10,597,0.63,762
NMA_1,NMA_1_10,11,475,0.51,719
NMA_1,NMA_1_12,12,337,0.36,769
NMA_1,NMA_1_11,13,261,0.28,702
NMA_1,NMA_1_13,14,232,0.25,720
NMA_10,NMA_10_1,1,51206,47.02,705
NMA_10,NMA_10_2,2,37466,34.4,709
NMA_10,NMA_10_3,3,15170,13.93,726
NMA_10,NMA_10_5,4,3233,2.97,763
NMA_10,NMA_10_7,5,564,0.52,719
NMA_10,NMA_10_11,6,426,0.39,742
NMA_10,NMA_10_4,7,243,0.22,706
NMA_10,NMA_10_8,8,182,0.17,743
NMA_10,NMA_10_6,9,165,0.15,701
NMA_10,NMA_10_9,10,152,0.14,769
NMA_10,NMA_10_10,11,96,0.09,770
NMA_11,NMA_11_4,1,60326,62.18,705
NMA_11,NMA_11_7,2,20982,21.63,709
NMA_11,NMA_11_2,3,12754,13.15,726
NMA_11,NMA_11_6,4,1151,1.19,763
NMA_11,NMA_11_3,5,453,0.47,719
NMA_11,NMA_11_1,6,358,0.37,701
NMA_11,NMA_11_5,7,345,0.36,743
NMA_11,NMA_11_8,8,194,0.2,706
NMA_11,NMA_11_9,9,174,0.18,769
NMA_11,NMA_11_11,10,169,0.17,770
NMA_11,NMA_11_10,11,105,0.11,742
NMA_12,NMA_12_3,1,44072,44.52,705
NMA_12,NMA_12_5,2,30824,31.14,709
NMA_12,NMA_12_7,3,12326,12.45,726
NMA_12,NMA_12_2,4,9283,9.38,763
NMA_12,NMA_12_6,5,906,0.92,743
NMA_12,NMA_12_1,6,524,0.53,762
NMA_12,NMA_12_4,7,306,0.31,706
NMA_12,NMA_12_9,8,232,0.23,719
NMA_12,NMA_12_12,9,224,0.23,742
NMA_12,NMA_12_11,10,117,0.12,770
NMA_12,NMA_12_8,11,104,0.11,701
NMA_12,NMA_12_10,12,71,0.07,769
NMA_13,NMA_13_8,1,47000,53.48,705
NMA_13,NMA_13_6,2,17398,19.8,726
NMA_13,NMA_13_7,3,16110,18.33,743
NMA_13,NMA_13_2,4,3693,4.2,763
NMA_13,NMA_13_4,5,796,0.91,709
NMA_13,NMA_13_9,6,770,0.88,733
NMA_13,NMA_13_1,7,566,0.64,719
NMA_13,NMA_13_5,8,483,0.55,762
NMA_13,NMA_13_3,9,389,0.44,701
NMA_13,NMA_13_10,10,293,0.33,706
NMA_13,NMA_13_12,11,213,0.24,742
NMA_13,NMA_13_11,12,176,0.2,769
NMA_14,NMA_14_1,1,32596,35.96,705
NMA_14,NMA_14_7,2,23829,26.29,726
NMA_14,NMA_14_2,3,15175,16.74,701
NMA_14,NMA_14_4,4,11998,13.24,743
NMA_14,NMA_14_5,5,4115,4.54,763
NMA_14,NMA_14_3,6,1643,1.81,709
NMA_14,NMA_14_6,7,519,0.57,762
NMA_14,NMA_14_9,8,380,0.42,719
NMA_14,NMA_14_8,9,270,0.3,706
NMA_14,NMA_14_10,10,120,0.13,769
NMA_15,NMA_15_5,1,44121,43.57,705
NMA_15,NMA_15_2,2,27915,27.57,709
NMA_15,NMA_15_9,3,13329,13.16,726
NMA_15,NMA_15_6,4,11382,11.24,743
NMA_15,NMA_15_3,5,1991,1.97,763
NMA_15,NMA_15_7,6,508,0.5,701
NMA_15,NMA_15_1,7,456,0.45,738
NMA_15,NMA_15_12,8,449,0.44,769
NMA_15,NMA_15_4,9,342,0.34,706
NMA_15,NMA_15_8,10,255,0.25,733
NMA_15,NMA_15_11,11,239,0.24,719
NMA_15,NMA_15_13,12,145,0.14,742
NMA_15,NMA_15_10,13,68,0.07,783
NMA_15,NMA_15_14,14,64,0.06,702
NMA_16,NMA_16_1,1,37412,40.17,705
NMA_16,NMA_16_3,2,24895,26.73,743
NMA_16,NMA_16_2,3,14581,15.66,726
NMA_16,NMA_16_6,4,12784,13.73,709
NMA_16,NMA_16_7,5,1175,1.26,763
NMA_16,NMA_16_10,6,1061,1.14,701
NMA_16,NMA_16_11,7,437,0.47,769
NMA_16,NMA_16_5,8,245,0.26,719
NMA_16,NMA_16_9,9,173,0.19,706
NMA_16,NMA_16_4,10,168,0.18,762
NMA_16,NMA_16_12,11,144,0.15,742
NMA_16,NMA_16_8,12,61,0.07,732
NMA_2,NMA_2_1,1,42401,42.45,726
NMA_2,NMA_2_6,2,30062,30.09,706
NMA_2,NMA_2_11,3,9849,9.86,743
NMA_2,NMA_2_7,4,8888,8.9,705
NMA_2,NMA_2_10,5,4345,4.35,763
NMA_2,NMA_2_8,6,670,0.67,719
NMA_2,NMA_2_12,7,646,0.65,702
NMA_2,NMA_2_9,8,638,0.64,762
NMA_2,NMA_2_2,9,591,0.59,709
NMA_2,NMA_2_4,10,574,0.57,701
NMA_2,NMA_2_3,11,534,0.53,738
NMA_2,NMA_2_5,12,444,0.44,733
NMA_2,NMA_2_13,13,254,0.25,769
NMA_2,NMA_2_14,14,0,0,770
NMA_3,NMA_3_11,1,38982,39.44,726
NMA_3,NMA_3_1,2,31768,32.14,706
NMA_3,NMA_3_10,3,15853,16.04,705
NMA_3,NMA_3_9,4,5359,5.42,763
NMA_3,NMA_3_4,5,1398,1.41,701
NMA_3,NMA_3_14,6,955,0.97,702
NMA_3,NMA_3_2,7,881,0.89,743
NMA_3,NMA_3_5,8,877,0.89,709
NMA_3,NMA_3_3,9,748,0.76,738
NMA_3,NMA_3_6,10,618,0.63,719
NMA_3,NMA_3_7,11,527,0.53,762
NMA_3,NMA_3_13,12,377,0.38,769
NMA_3,NMA_3_8,13,215,0.22,733
NMA_3,NMA_3_12,14,196,0.2,727
NMA_3,NMA_3_15,15,83,0.08,770
NMA_4,NMA_4_6,1,37150,38.59,705
NMA_4,NMA_4_4,2,31216,32.43,706
NMA_4,NMA_4_5,3,19683,20.45,726
NMA_4,NMA_4_2,4,3707,3.85,709
NMA_4,NMA_4_3,5,2416,2.51,763
NMA_4,NMA_4_9,6,704,0.73,743
NMA_4,NMA_4_7,7,552,0.57,701
NMA_4,NMA_4_1,8,515,0.53,719
NMA_4,NMA_4_8,9,194,0.2,762
NMA_4,NMA_4_10,10,130,0.14,769
NMA_5,NMA_5_4,1,46479,48.59,705
NMA_5,NMA_5_3,2,29118,30.44,743
NMA_5,NMA_5_1,3,15653,16.36,726
NMA_5,NMA_5_5,4,1611,1.68,709
NMA_5,NMA_5_6,5,1573,1.64,763
NMA_5,NMA_5_9,6,351,0.37,701
NMA_5,NMA_5_7,7,310,0.32,736
NMA_5,NMA_5_11,8,159,0.17,749
NMA_5,NMA_5_12,9,158,0.17,702
NMA_5,NMA_5_8,10,156,0.16,706
NMA_5,NMA_5_10,11,94,0.1,769
NMA_5,NMA_5_2,12,0,0,719
NMA_6,NMA_6_6,1,32136,37.01,705
NMA_6,NMA_6_7,2,19172,22.08,743
NMA_6,NMA_6_1,3,16857,19.41,726
NMA_6,NMA_6_2,4,13126,15.12,709
NMA_6,NMA_6_5,5,3287,3.79,763
NMA_6,NMA_6_9,6,605,0.7,706
NMA_6,NMA_6_3,7,483,0.56,762
NMA_6,NMA_6_4,8,298,0.34,719
NMA_6,NMA_6_8,9,277,0.32,701
NMA_6,NMA_6_12,10,256,0.29,769
NMA_6,NMA_6_11,11,193,0.22,742
NMA_6,NMA_6_13,12,140,0.16,770
NMA_6,NMA_6_10,13,0,0,702
NMA_7,NMA_7_1,1,51348,59,705
NMA_7,NMA_7_3,2,22130,25.43,743
NMA_7,NMA_7_6,3,10291,11.82,726
NMA_7,NMA_7_4,4,1012,1.16,763
NMA_7,NMA_7_11,6,495,0.57,742
NMA_7,NMA_7_9,6,495,0.57,709
NMA_7,NMA_7_7,7,454,0.52,701
NMA_7,NMA_7_2,8,344,0.4,706
NMA_7,NMA_7_5,9,327,0.38,719
NMA_7,NMA_7_10,10,79,0.09,769
NMA_7,NMA_7_8,11,54,0.06,732
NMA_8,NMA_8_6,1,51320,55.55,705
NMA_8,NMA_8_5,2,23578,25.52,743
NMA_8,NMA_8_4,3,11795,12.77,726
NMA_8,NMA_8_8,4,2112,2.29,701
NMA_8,NMA_8_7,5,2004,2.17,763
NMA_8,NMA_8_1,6,648,0.7,706
NMA_8,NMA_8_9,7,302,0.33,738
NMA_8,NMA_8_3,8,218,0.24,719
NMA_8,NMA_8_2,9,211,0.23,709
NMA_8,NMA_8_12,10,125,0.14,770
NMA_8,NMA_8_10,11,78,0.08,769
NMA_8,NMA_8_11,12,0,0,742
NMA_9,NMA_9_1,1,38241,40.26,709
NMA_9,NMA_9_7,2,24527,25.82,705
NMA_9,NMA_9_3,3,18070,19.02,743
NMA_9,NMA_9_5,4,11666,12.28,726
NMA_9,NMA_9_4,5,1486,1.56,763
NMA_9,NMA_9_2,6,328,0.35,706
NMA_9,NMA_9_9,7,289,0.3,769
NMA_9,NMA_9_6,8,258,0.27,701
NMA_9,NMA_9_8,9,129,0.14,719
NPM_1,NPM_1_6,1,44712,46.82,705
NPM_1,NPM_1_5,2,33977,35.58,709
NPM_1,NPM_1_4,3,11637,12.19,726
NPM_1,NPM_1_2,4,2171,2.27,762
NPM_1,NPM_1_7,5,799,0.84,743
NPM_1,NPM_1_8,6,482,0.5,763
NPM_1,NPM_1_3,7,436,0.46,719
NPM_1,NPM_1_9,8,374,0.39,765
NPM_1,NPM_1_1,9,351,0.37,701
NPM_1,NPM_1_12,10,216,0.23,761
NPM_1,NPM_1_13,11,158,0.17,725
NPM_1,NPM_1_11,12,103,0.11,774
NPM_1,NPM_1_10,13,78,0.08,769
NPM_2,NPM_2_2,1,39856,41.98,705
NPM_2,NPM_2_3,2,30528,32.16,709
NPM_2,NPM_2_8,3,16235,17.1,726
NPM_2,NPM_2_7,4,5538,5.83,743
NPM_2,NPM_2_4,5,1015,1.07,762
NPM_2,NPM_2_6,6,673,0.71,763
NPM_2,NPM_2_1,7,450,0.47,701
NPM_2,NPM_2_5,8,348,0.37,719
NPM_2,NPM_2_9,9,201,0.21,733
NPM_2,NPM_2_10,10,94,0.1,769
NPM_3,NPM_3_4,1,41738,44.42,709
NPM_3,NPM_3_2,2,28966,30.83,705
NPM_3,NPM_3_3,3,16872,17.96,726
NPM_3,NPM_3_9,4,1758,1.87,743
NPM_3,NPM_3_10,5,1220,1.3,762
NPM_3,NPM_3_1,6,627,0.67,736
NPM_3,NPM_3_6,7,574,0.61,763
NPM_3,NPM_3_14,8,473,0.5,770
NPM_3,NPM_3_7,9,391,0.42,719
NPM_3,NPM_3_5,10,388,0.41,765
NPM_3,NPM_3_12,11,359,0.38,769
NPM_3,NPM_3_8,12,258,0.27,701
NPM_3,NPM_3_13,13,220,0.23,727
NPM_3,NPM_3_11,14,114,0.12,733
NPM_4,NPM_4_8,1,25253,26.4,709
NPM_4,NPM_4_1,2,21658,22.64,705
NPM_4,NPM_4_9,3,20840,21.78,719
NPM_4,NPM_4_10,4,12994,13.58,726
NPM_4,NPM_4_5,5,10873,11.36,762
NPM_4,NPM_4_4,6,1195,1.25,763
NPM_4,NPM_4_11,7,848,0.89,707
NPM_4,NPM_4_7,8,484,0.51,736
NPM_4,NPM_4_2,9,382,0.4,743
NPM_4,NPM_4_6,10,296,0.31,722
NPM_4,NPM_4_3,11,248,0.26,701
NPM_4,NPM_4_15,12,245,0.26,737
NPM_4,NPM_4_13,13,152,0.16,769
NPM_4,NPM_4_14,14,111,0.12,770
NPM_4,NPM_4_12,15,94,0.1,733
NPT_1,NPT_1_2,1,39899,39.03,707
NPT_1,NPT_1_1,2,27106,26.52,726
NPT_1,NPT_1_9,3,25108,24.56,763
NPT_1,NPT_1_5,4,7118,6.96,705
NPT_1,NPT_1_3,5,659,0.64,701
NPT_1,NPT_1_6,6,517,0.51,762
NPT_1,NPT_1_7,7,461,0.45,719
NPT_1,NPT_1_8,8,422,0.41,743
NPT_1,NPT_1_4,9,404,0.4,739
NPT_1,NPT_1_12,10,279,0.27,725
NPT_1,NPT_1_11,11,147,0.14,769
NPT_1,NPT_1_10,12,96,0.09,709
NPT_2,NPT_2_4,1,33770,36.04,763
NPT_2,NPT_2_6,2,32056,34.21,726
NPT_2,NPT_2_9,3,15465,16.51,743
NPT_2,NPT_2_5,4,8950,9.55,705
NPT_2,NPT_2_7,5,1095,1.17,701
NPT_2,NPT_2_3,6,963,1.03,707
NPT_2,NPT_2_2,7,746,0.8,719
NPT_2,NPT_2_1,8,392,0.42,709
NPT_2,NPT_2_8,9,254,0.27,769
NPT_3,NPT_3_5,1,42825,47.08,707
NPT_3,NPT_3_3,2,24814,27.28,726
NPT_3,NPT_3_8,3,15921,17.5,705
NPT_3,NPT_3_1,4,3479,3.82,763
NPT_3,NPT_3_6,5,1402,1.54,743
NPT_3,NPT_3_4,6,854,0.94,719
NPT_3,NPT_3_2,7,527,0.58,701
NPT_3,NPT_3_9,8,439,0.48,769
NPT_3,NPT_3_7,9,415,0.46,762
NPT_3,NPT_3_10,10,284,0.31,706
NPT_4,NPT_4_6,1,24898,24.48,726
NPT_4,NPT_4_4,2,19861,19.53,707
NPT_4,NPT_4_7,3,16281,16.01,701
NPT_4,NPT_4_10,4,15305,15.05,705
NPT_4,NPT_4_8,5,12999,12.78,743
NPT_4,NPT_4_9,6,7780,7.65,709
NPT_4,NPT_4_5,7,2547,2.5,763
NPT_4,NPT_4_1,8,658,0.65,706
NPT_4,NPT_4_2,9,613,0.6,762
NPT_4,NPT_4_3,10,512,0.5,719
NPT_4,NPT_4_11,11,237,0.23,769
NPT_5,NPT_5_4,1,36422,35.54,707
NPT_5,NPT_5_3,2,24896,24.3,726
NPT_5,NPT_5_6,3,24156,23.57,709
NPT_5,NPT_5_9,4,8452,8.25,705
NPT_5,NPT_5_7,5,6357,6.2,763
NPT_5,NPT_5_8,6,609,0.59,719
NPT_5,NPT_5_2,7,555,0.54,701
NPT_5,NPT_5_5,8,510,0.5,743
NPT_5,NPT_5_1,9,387,0.38,706
NPT_5,NPT_5_10,10,129,0.13,769
NPT_6,NPT_6_8,1,38812,42.1,726
NPT_6,NPT_6_7,2,19742,21.41,707
NPT_6,NPT_6_4,3,17560,19.05,763
NPT_6,NPT_6_9,4,11020,11.95,705
NPT_6,NPT_6_6,5,1140,1.24,701
NPT_6,NPT_6_2,6,978,1.06,719
NPT_6,NPT_6_5,7,839,0.91,743
NPT_6,NPT_6_11,8,580,0.63,706
NPT_6,NPT_6_1,9,516,0.56,762
NPT_6,NPT_6_3,10,339,0.37,733
NPT_6,NPT_6_10,11,309,0.34,709
NPT_6,NPT_6_13,12,197,0.21,742
NPT_6,NPT_6_12,13,162,0.18,769
NSN_1,NSN_1_2,1,31671,31.98,726
NSN_1,NSN_1_3,2,27035,27.3,709
NSN_1,NSN_1_6,3,16896,17.06,705
NSN_1,NSN_1_9,4,13289,13.42,701
NSN_1,NSN_1_11,5,6697,6.76,763
NSN_1,NSN_1_1,6,862,0.87,775
NSN_1,NSN_1_4,7,762,0.77,743
NSN_1,NSN_1_7,8,710,0.72,762
NSN_1,NSN_1_5,9,624,0.63,719
NSN_1,NSN_1_8,10,178,0.18,728
NSN_1,NSN_1_10,11,161,0.16,714
NSN_1,NSN_1_12,12,160,0.16,742
NSN_2,NSN_2_5,1,37510,37.52,705
NSN_2,NSN_2_10,2,24844,24.85,709
NSN_2,NSN_2_3,3,18029,18.03,726
NSN_2,NSN_2_4,4,13137,13.14,743
NSN_2,NSN_2_8,5,3688,3.69,763
NSN_2,NSN_2_2,6,712,0.71,739
NSN_2,NSN_2_7,7,609,0.61,701
NSN_2,NSN_2_6,8,580,0.58,719
NSN_2,NSN_2_1,9,461,0.46,762
NSN_2,NSN_2_9,10,406,0.41,728
NSN_2,NSN_2_11,11,0,0,742
NSN_3,NSN_3_6,1,32100,31.46,763
NSN_3,NSN_3_11,2,24317,23.83,705
NSN_3,NSN_3_3,3,21121,20.7,743
NSN_3,NSN_3_10,4,20969,20.55,726
NSN_3,NSN_3_1,5,590,0.58,764
NSN_3,NSN_3_8,6,545,0.53,701
NSN_3,NSN_3_2,7,512,0.5,762
NSN_3,NSN_3_9,8,437,0.43,709
NSN_3,NSN_3_7,9,406,0.4,719
NSN_3,NSN_3_5,10,372,0.36,728
NSN_3,NSN_3_12,11,337,0.33,742
NSN_3,NSN_3_4,12,332,0.33,775
NSN_4,NSN_4_1,1,32934,33.75,709
NSN_4,NSN_4_4,2,25030,25.65,705
NSN_4,NSN_4_2,3,20975,21.5,743
NSN_4,NSN_4_3,4,16051,16.45,726
NSN_4,NSN_4_6,5,1481,1.52,763
NSN_4,NSN_4_7,6,343,0.35,701
NSN_4,NSN_4_5,7,262,0.27,762
NSN_4,NSN_4_9,8,250,0.26,719
NSN_4,NSN_4_8,9,136,0.14,775
NSN_4,NSN_4_10,10,109,0.11,742
NSN_5,NSN_5_5,1,46315,47.03,709
NSN_5,NSN_5_6,2,17341,17.61,726
NSN_5,NSN_5_1,3,16873,17.13,705
NSN_5,NSN_5_9,4,12538,12.73,743
NSN_5,NSN_5_4,5,3083,3.13,763
NSN_5,NSN_5_11,6,456,0.46,701
NSN_5,NSN_5_3,7,446,0.45,776
NSN_5,NSN_5_2,8,431,0.44,719
NSN_5,NSN_5_7,9,351,0.36,728
NSN_5,NSN_5_8,10,196,0.2,775
NSN_5,NSN_5_10,11,158,0.16,762
NSN_5,NSN_5_13,12,152,0.15,742
NSN_5,NSN_5_12,13,136,0.14,777
NSN_6,NSN_6_1,1,24089,26.33,706
NSN_6,NSN_6_2,2,22428,24.51,763
NSN_6,NSN_6_6,3,16847,18.41,709
NSN_6,NSN_6_3,4,14663,16.03,705
NSN_6,NSN_6_8,5,11408,12.47,726
NSN_6,NSN_6_7,6,414,0.45,701
NSN_6,NSN_6_12,7,380,0.42,742
NSN_6,NSN_6_11,8,357,0.39,714
NSN_6,NSN_6_4,9,315,0.34,743
NSN_6,NSN_6_9,10,277,0.3,719
NSN_6,NSN_6_5,11,249,0.27,762
NSN_6,NSN_6_10,12,73,0.08,775
NST_1,NST_1_5,1,20334,23.66,701
NST_1,NST_1_3,2,18875,21.96,726
NST_1,NST_1_1,3,17304,20.14,743
NST_1,NST_1_8,4,13139,15.29,763
NST_1,NST_1_6,5,9237,10.75,709
NST_1,NST_1_2,6,3509,4.08,705
NST_1,NST_1_7,7,1104,1.28,706
NST_1,NST_1_9,8,916,1.07,719
NST_1,NST_1_4,9,645,0.75,762
NST_1,NST_1_10,10,312,0.36,769
NST_1,NST_1_11,11,223,0.26,727
NST_1,NST_1_12,12,131,0.15,737
NST_1,NST_1_14,13,108,0.13,765
NST_1,NST_1_13,14,100,0.12,770
NST_10,NST_10_11,1,44233,48.73,763
NST_10,NST_10_1,2,17883,19.7,701
NST_10,NST_10_7,3,10513,11.58,726
NST_10,NST_10_10,4,7430,8.19,705
NST_10,NST_10_6,5,3596,3.96,743
NST_10,NST_10_8,6,2662,2.93,709
NST_10,NST_10_9,7,1385,1.53,721
NST_10,NST_10_5,8,916,1.01,719
NST_10,NST_10_4,9,822,0.91,769
NST_10,NST_10_2,10,632,0.7,762
NST_10,NST_10_12,11,434,0.48,765
NST_10,NST_10_3,12,266,0.29,742
NST_2,NST_2_8,1,31617,34.64,701
NST_2,NST_2_6,2,19718,21.6,743
NST_2,NST_2_7,3,17473,19.14,763
NST_2,NST_2_2,4,15831,17.35,726
NST_2,NST_2_10,5,1810,1.98,705
NST_2,NST_2_4,6,1344,1.47,740
NST_2,NST_2_1,7,873,0.96,719
NST_2,NST_2_5,8,822,0.9,709
NST_2,NST_2_3,9,753,0.83,769
NST_2,NST_2_9,10,589,0.65,762
NST_2,NST_2_12,11,225,0.25,737
NST_2,NST_2_11,12,212,0.23,710
NST_3,NST_3_1,1,31827,35.47,701
NST_3,NST_3_2,2,21277,23.71,709
NST_3,NST_3_5,3,14164,15.78,743
NST_3,NST_3_3,4,10670,11.89,763
NST_3,NST_3_4,5,9499,10.59,726
NST_3,NST_3_7,6,870,0.97,705
NST_3,NST_3_6,7,410,0.46,719
NST_3,NST_3_11,8,392,0.44,765
NST_3,NST_3_8,9,318,0.35,769
NST_3,NST_3_10,10,222,0.25,762
NST_3,NST_3_9,11,91,0.1,727
NST_4,NST_4_4,1,22394,26.18,701
NST_4,NST_4_9,2,18196,21.27,706
NST_4,NST_4_10,3,15297,17.88,763
NST_4,NST_4_6,4,11015,12.88,743
NST_4,NST_4_3,5,9331,10.91,726
NST_4,NST_4_7,6,4542,5.31,709
NST_4,NST_4_5,7,2486,2.91,705
NST_4,NST_4_8,8,794,0.93,769
NST_4,NST_4_2,9,554,0.65,762
NST_4,NST_4_1,10,483,0.56,719
NST_4,NST_4_12,11,285,0.33,742
NST_4,NST_4_11,12,163,0.19,765
NST_5,NST_5_4,1,48403,54.04,701
NST_5,NST_5_1,2,23827,26.6,763
NST_5,NST_5_6,3,10369,11.58,726
NST_5,NST_5_2,4,2246,2.51,743
NST_5,NST_5_8,5,1347,1.5,706
NST_5,NST_5_9,6,1011,1.13,705
NST_5,NST_5_5,7,681,0.76,769
NST_5,NST_5_7,8,619,0.69,709
NST_5,NST_5_3,9,477,0.53,762
NST_5,NST_5_12,10,249,0.28,765
NST_5,NST_5_11,11,220,0.25,742
NST_5,NST_5_10,12,127,0.14,719
NST_6,NST_6_5,1,26285,32.69,743
NST_6,NST_6_9,2,22314,27.75,709
NST_6,NST_6_8,3,10009,12.45,726
NST_6,NST_6_10,4,6988,8.69,763
NST_6,NST_6_1,5,5376,6.69,705
NST_6,NST_6_4,6,5349,6.65,701
NST_6,NST_6_12,7,1609,2,706
NST_6,NST_6_11,8,596,0.74,769
NST_6,NST_6_7,9,622,0.77,719
NST_6,NST_6_3,10,509,0.63,762
NST_6,NST_6_6,11,289,0.36,727
NST_6,NST_6_2,12,197,0.25,742
NST_6,NST_6_14,13,174,0.22,737
NST_6,NST_6_13,14,91,0.11,761
NST_7,NST_7_6,1,27943,32.97,709
NST_7,NST_7_5,2,20842,24.59,726
NST_7,NST_7_2,3,18877,22.27,763
NST_7,NST_7_7,4,8879,10.48,701
NST_7,NST_7_1,5,3625,4.28,705
NST_7,NST_7_8,6,1632,1.93,719
NST_7,NST_7_3,7,984,1.16,743
NST_7,NST_7_4,8,592,0.7,762
NST_7,NST_7_12,9,403,0.48,737
NST_7,NST_7_9,10,374,0.44,769
NST_7,NST_7_11,11,220,0.26,727
NST_7,NST_7_10,12,191,0.23,742
NST_7,NST_7_13,13,185,0.22,765
NST_8,NST_8_3,1,23393,28.23,709
NST_8,NST_8_1,2,17448,21.06,743
NST_8,NST_8_2,3,11587,13.98,726
NST_8,NST_8_6,4,10529,12.71,701
NST_8,NST_8_8,5,8771,10.59,705
NST_8,NST_8_7,6,8731,10.54,763
NST_8,NST_8_4,7,729,0.88,769
NST_8,NST_8_5,8,636,0.77,762
NST_8,NST_8_10,9,354,0.43,719
NST_8,NST_8_11,10,242,0.29,727
NST_8,NST_8_12,11,230,0.28,765
NST_8,NST_8_9,12,208,0.25,742
NST_9,NST_9_5,1,35976,42.2,701
NST_9,NST_9_6,2,26523,31.11,709
NST_9,NST_9_4,3,11565,13.57,726
NST_9,NST_9_8,4,6363,7.46,763
NST_9,NST_9_1,5,1980,2.32,743
NST_9,NST_9_11,6,1322,1.55,705
NST_9,NST_9_2,7,530,0.62,706
NST_9,NST_9_7,8,391,0.46,719
NST_9,NST_9_3,9,299,0.35,762
NST_9,NST_9_9,10,199,0.23,769
NST_9,NST_9_10,11,106,0.12,742
NWT_1,NWT_1_3,1,29006,32.15,763
NWT_1,NWT_1_7,2,26370,29.23,709
NWT_1,NWT_1_4,3,17413,19.3,740
NWT_1,NWT_1_5,4,8299,9.2,726
NWT_1,NWT_1_2,5,6371,7.06,743
NWT_1,NWT_1_6,6,1134,1.26,701
NWT_1,NWT_1_8,7,802,0.89,705
NWT_1,NWT_1_1,8,564,0.63,762
NWT_1,NWT_1_10,9,176,0.2,719
NWT_1,NWT_1_9,10,90,0.1,733
NWT_2,NWT_2_5,1,31289,42.18,743
NWT_2,NWT_2_1,2,17447,23.52,701
NWT_2,NWT_2_4,3,11835,15.95,740
NWT_2,NWT_2_3,4,10645,14.35,763
NWT_2,NWT_2_2,5,2355,3.17,705
NWT_2,NWT_2_7,6,352,0.47,719
NWT_2,NWT_2_6,7,188,0.25,709
NWT_2,NWT_2_8,8,77,0.1,742
NWT_3,NWT_3_3,1,34411,47.78,743
NWT_3,NWT_3_5,2,29951,41.59,740
NWT_3,NWT_3_4,3,4075,5.66,763
NWT_3,NWT_3_7,4,1001,1.39,705
NWT_3,NWT_3_1,5,912,1.27,701
NWT_3,NWT_3_2,6,745,1.03,709
NWT_3,NWT_3_6,7,613,0.85,747
NWT_3,NWT_3_9,8,214,0.3,719
NWT_3,NWT_3_8,9,100,0.14,733
NWT_4,NWT_4_5,1,30966,39.57,709
NWT_4,NWT_4_3,2,27166,34.71,740
NWT_4,NWT_4_6,3,13288,16.98,743
NWT_4,NWT_4_8,4,3622,4.63,726
NWT_4,NWT_4_4,5,1343,1.72,701
NWT_4,NWT_4_2,6,591,0.76,763
NWT_4,NWT_4_7,7,565,0.72,762
NWT_4,NWT_4_1,8,517,0.66,705
NWT_4,NWT_4_9,9,114,0.15,761
NWT_4,NWT_4_10,10,85,0.11,719
NWT_5,NWT_5_4,1,31457,35.55,740
NWT_5,NWT_5_6,2,21909,24.76,709
NWT_5,NWT_5_5,3,16595,18.75,743
NWT_5,NWT_5_2,4,12455,14.08,763
NWT_5,NWT_5_8,5,3312,3.74,726
NWT_5,NWT_5_7,6,1412,1.6,705
NWT_5,NWT_5_3,7,765,0.86,701
NWT_5,NWT_5_1,8,368,0.42,762
NWT_5,NWT_5_10,9,125,0.14,719
NWT_5,NWT_5_9,10,88,0.1,742
NYK_1,NYK_1_3,1,32030,40.15,705
NYK_1,NYK_1_1,2,25191,31.57,709
NYK_1,NYK_1_5,3,13430,16.83,726
NYK_1,NYK_1_7,4,6654,8.34,763
NYK_1,NYK_1_6,5,1313,1.65,701
NYK_1,NYK_1_2,6,421,0.53,743
NYK_1,NYK_1_4,7,301,0.38,719
NYK_1,NYK_1_8,8,289,0.36,778
NYK_1,NYK_1_9,9,155,0.19,769
NYK_2,NYK_2_5,1,39496,46.95,705
NYK_2,NYK_2_1,2,24479,29.1,709
NYK_2,NYK_2_6,3,14406,17.12,726
NYK_2,NYK_2_3,4,2292,2.72,763
NYK_2,NYK_2_2,5,2132,2.53,701
NYK_2,NYK_2_7,6,371,0.44,743
NYK_2,NYK_2_4,7,399,0.47,778
NYK_2,NYK_2_8,8,236,0.28,719
NYK_2,NYK_2_9,9,205,0.24,769
NYK_2,NYK_2_10,10,107,0.13,752
PBI_1,PBI_1_3,1,40235,40.38,763
PBI_1,PBI_1_4,2,25700,25.79,707
PBI_1,PBI_1_5,3,14184,14.23,726
PBI_1,PBI_1_6,4,10250,10.29,709
PBI_1,PBI_1_7,5,4478,4.49,701
PBI_1,PBI_1_9,6,3978,3.99,705
